"#","URL","Status","Note","Tab Open","Failed"
"32","https://www.bmwride.com/2021-bmw-s-1000-r/","pending","","no","no"
"33","https://www.bmwride.com/2022-bmw-c-400-gt-northern-california/","pending","","no","no"
"34","https://www.bmwride.com/2022-bmw-ce-04-northern-california/","pending","","no","no"
"35","https://www.bmwride.com/2022-bmw-f-900-xr-northern-california/","pending","","no","no"
"36","https://www.bmwride.com/2022-bmw-g-310-gs-northern-california/","pending","","no","no"
"37","https://www.bmwride.com/2022-bmw-k-1600-gtl-northern-california/","pending","","no","no"
"38","https://www.bmwride.com/2022-bmw-k-1600-gtl-northern-california-ca/","pending","","no","no"
"39","https://www.bmwride.com/2022-bmw-r-1250-gs-adventure-edition-40-years-gs-northern-california/","pending","","no","no"
"40","https://www.bmwride.com/2022-bmw-r-1250-gs-edition-40-years-gs-northern-california/","pending","","no","no"
"41","https://www.bmwride.com/2022-bmw-r-18/","pending","","no","no"
"42","https://www.bmwride.com/2022-bmw-r-18-b-northern-california/","pending","","no","no"
"43","https://www.bmwride.com/2022-bmw-r-18-classic-northern-california/","pending","","no","no"
"44","https://www.bmwride.com/2022-bmw-r-18-northern-california/","pending","","no","no"
"45","https://www.bmwride.com/2022-bmw-r-18-transcontinental-northern-california/","pending","","no","no"
"46","https://www.bmwride.com/2022-bmw-s-1000-xr-northern-california/","pending","","no","no"
"47","https://www.bmwride.com/2023-bmw-f-750-gs-northern-california/","pending","","no","no"
"48","https://www.bmwride.com/2023-bmw-f-850-gs-adventure-northern-california/","pending","","no","no"
"49","https://www.bmwride.com/2023-bmw-f-850-gs-northern-california/","pending","","no","no"
"50","https://www.bmwride.com/2023-bmw-f-900-xr-northern-california/","pending","","no","no"
"51","https://www.bmwride.com/2023-bmw-g-310-gs-northern-california/","pending","","no","no"
"52","https://www.bmwride.com/2023-bmw-r-1250-gs-adventure/","pending","","no","no"
"53","https://www.bmwride.com/2023-bmw-r-1250-gs-northern-california/","pending","","no","no"
"54","https://www.bmwride.com/2023-bmw-r-18-2/","pending","","no","no"
"55","https://www.bmwride.com/2023-bmw-r-18-classic-northern-california/","pending","","no","no"
"56","https://www.bmwride.com/2023-bmw-r-18-northern-california/","pending","","no","no"
"57","https://www.bmwride.com/2023-bmw-s-1000-xr-northern-california/","pending","","no","no"
"58","https://www.bmwride.com/2023-f-850-gs-easyride-offer/","pending","","no","no"
"59","https://www.bmwride.com/2023-f-900-r-apr-financing/","pending","","no","no"
"60","https://www.bmwride.com/2023-r-1250-rt-apr-financing/","pending","","no","no"
"61","https://www.bmwride.com/2023-r18-b-r-18tc-apr/","pending","","no","no"
"62","https://www.bmwride.com/2024-bmw-r-1250-gs-adventure-for-sale-northern-california/","pending","","no","no"
"63","https://www.bmwride.com/2024-bmw-r-1250-rt-for-sale-northern-california/","pending","","no","no"
"64","https://www.bmwride.com/2024-bmw-r-1300-gs-for-sale-northern-california/","pending","","no","no"
"65","https://www.bmwride.com/2024-bmw-r-18-roctane-dealerships-in-northern-california-find-your-dream-motorcycle/","pending","","no","no"
"66","https://www.bmwride.com/2024-bmw-r-18-roctane-exterior-features/","pending","","no","no"
"67","https://www.bmwride.com/2024-bmw-r-18-roctane-safety-features-northern-california/","pending","","no","no"
"68","https://www.bmwride.com/2024-bmw-s-1000-rr-for-sale-northern-california/","pending","","no","no"
"69","https://www.bmwride.com/2024-g-310-gs-easyride-offer/","pending","","no","no"
"70","https://www.bmwride.com/2024-r-1250-gs-adventure-easyride-offer/","pending","","no","no"
"71","https://www.bmwride.com/2025-bmw-f-800-gs-for-sale-northern-california/","pending","","no","no"
"72","https://www.bmwride.com/2025-bmw-f-800-gs-northern-california/","pending","","no","no"
"73","https://www.bmwride.com/2025-bmw-f-900-gs-adventure-for-sale-northern-california/","pending","","no","no"
"74","https://www.bmwride.com/2025-bmw-f-900-gs-for-sale-northern-california/","pending","","no","no"
"75","https://www.bmwride.com/2025-bmw-f-900-r-for-sale-northern-california/","pending","","no","no"
"76","https://www.bmwride.com/2025-bmw-g-310-gs-for-sale-northern-california/","pending","","no","no"
"77","https://www.bmwride.com/2025-bmw-k-1600-grand-america-for-sale-northern-california/","pending","","no","no"
"78","https://www.bmwride.com/2025-bmw-m-1000-r-for-sale-northern-california/","pending","","no","no"
"79","https://www.bmwride.com/2025-bmw-m-1000-rr-for-sale-northern-california/","pending","","no","no"
"80","https://www.bmwride.com/2025-bmw-r-12-for-sale-northern-california/","pending","","no","no"
"81","https://www.bmwride.com/2025-bmw-r-12-s-for-sale-northern-california/","pending","","no","no"
"82","https://www.bmwride.com/2025-bmw-r-13000-gs-for-sale-northern-california/","pending","","no","no"
"83","https://www.bmwride.com/2025-bmw-r-1300-gs-adventure-for-sale-northern-california/","pending","","no","no"
"84","https://www.bmwride.com/2025-bmw-r-1300-gs-adventure-northern-california/","pending","","no","no"
"85","https://www.bmwride.com/2025-bmw-r-18-transcontinental-for-sale-northern-california/","pending","","no","no"
"86","https://www.bmwride.com/2025-bmw-s-1000-rr-for-sale-northern-california/","pending","","no","no"
"87","https://www.bmwride.com/2025-bmw-s-1000-xr-for-sale-northern-california/","pending","","no","no"
"88","https://www.bmwride.com/2026-bmw-ce-02-northern-california/","pending","","no","no"
"89","https://www.bmwride.com/2026-bmw-f-800-gs-northern-california/","pending","","no","no"
"90","https://www.bmwride.com/2026-bmw-f-900-gs-northern-california/","pending","","no","no"
"91","https://www.bmwride.com/2026-bmw-f-900-r-northern-california/","pending","","no","no"
"92","https://www.bmwride.com/2026-bmw-m-1000-rr-northern-california/","pending","","no","no"
"93","https://www.bmwride.com/2026-bmw-m-1000-xr-northern-california/","pending","","no","no"
"94","https://www.bmwride.com/2026-bmw-motorcycles-coastal-riding-san-francisco/","pending","","no","no"
"95","https://www.bmwride.com/2026-bmw-r-1300-r-northern-california/","pending","","no","no"
"96","https://www.bmwride.com/2026-bmw-s-1000-r-northern-california/","pending","","no","no"
"97","https://www.bmwride.com/2027-bmw-f-450-gs-northern-california/","pending","","no","no"
"98","https://www.bmwride.com/3-9-apr-financing-for-2023-r-1250-gs/","pending","","no","no"
"99","https://www.bmwride.com/3-9-apr-financing-on-select-2023-models/","pending","","no","no"
"100","https://www.bmwride.com/3asy-ride-financing/","pending","","no","no"
"101","https://www.bmwride.com/3-year-warranty-and-roadside/","pending","","no","no"
"102","https://www.bmwride.com/apr-financing-2024-models/","pending","","no","no"
"103","https://www.bmwride.com/are-bmw-motorcycles-good/","pending","","no","no"
"104","https://www.bmwride.com/beginners-guide-to-motorcycle-riding/","pending","","no","no"
"105","https://www.bmwride.com/bmw-apparel/","pending","","no","no"
"106","https://www.bmwride.com/bmw-bike-daily-commute-adventure/","pending","","no","no"
"107","https://www.bmwride.com/bmw-cards/","pending","","no","no"
"108","https://www.bmwride.com/bmw-group-touring-california-guide/","pending","","no","no"
"109","https://www.bmwride.com/bmw-motorcycle-camping-tips-pack-light-ride-far/","pending","","no","no"
"110","https://www.bmwride.com/bmw-motorcycle-financing-options-northern-california/","pending","","no","no"
"111","https://www.bmwride.com/bmw-motorcycles-and-prices/","pending","","no","no"
"112","https://www.bmwride.com/bmw-motorcycles-in-northern-california-a-comprehensive-guide-to-models-and-features/","pending","","no","no"
"113","https://www.bmwride.com/bmw-motorcycles-norcal-events/","pending","","no","no"
"114","https://www.bmwride.com/bmw-motorcycles-prices/","pending","","no","no"
"115","https://www.bmwride.com/bmw-motorrad/","pending","","no","no"
"116","https://www.bmwride.com/bmw-motorrad-fresno-autumn-motorcycle-rides/","pending","","no","no"
"117","https://www.bmwride.com/bmw-motorrad-modesto-discover-thrills/","pending","","no","no"
"118","https://www.bmwride.com/bmw-motorrad-riding-etiquette-road-safety-and-communication/","pending","","no","no"
"119","https://www.bmwride.com/bmw-r-18-loyalty-offer/","pending","","no","no"
"120","https://www.bmwride.com/browse-inventory-by-dealer/","pending","","no","no"
"121","https://www.bmwride.com/c400-x/","pending","","no","no"
"122","https://www.bmwride.com/c-650-gt/","pending","","no","no"
"123","https://www.bmwride.com/c-650-sport/","pending","","no","no"
"124","https://www.bmwride.com/ce-02-offer/","pending","","no","no"
"125","https://www.bmwride.com/c-evolution/","pending","","no","no"
"126","https://www.bmwride.com/compare-the-bmw-f-900-gs-and-the-bmw-f-900-gs-adventure-in-northern-california/","pending","","no","no"
"127","https://www.bmwride.com/connectivity/","pending","","no","no"
"128","https://www.bmwride.com/credit-offer/","pending","","no","no"
"129","https://www.bmwride.com/customer-cash-2024-models/","pending","","no","no"
"130","https://www.bmwride.com/dagevent/","pending","","no","no"
"131","https://www.bmwride.com/discover-autumn-landscapes-in-northern-california/","pending","","no","no"
"132","https://www.bmwride.com/discover-the-bmw-heritage-motorcycles-in-northern-california/","pending","","no","no"
"133","https://www.bmwride.com/discover-the-bmw-m-motorcycles-in-northern-california/","pending","","no","no"
"134","https://www.bmwride.com/discover-the-performance-of-the-bmw-k-1600-gt-in-northern-california/","pending","","no","no"
"135","https://www.bmwride.com/does-bmw-make-motorcycles/","pending","","no","no"
"136","https://www.bmwride.com/experience-the-thrill-of-the-open-road-with-bmw-motorcycles/","pending","","no","no"
"137","https://www.bmwride.com/explore-the-thrill-of-riding-welcome-to-the-world-of-bmw-adventure-motorcycles-in-northern-california/","pending","","no","no"
"138","https://www.bmwride.com/explore-the-top-features-of-the-bmw-m-1000-rr-in-northern-california/","pending","","no","no"
"139","https://www.bmwride.com/f700gs/","pending","","no","no"
"140","https://www.bmwride.com/f750gs/","pending","","no","no"
"141","https://www.bmwride.com/f800gs/","pending","","no","no"
"142","https://www.bmwride.com/f-800-gs-cash-finance-offer/","pending","","no","no"
"143","https://www.bmwride.com/f-800-gs-offer/","pending","","no","no"
"144","https://www.bmwride.com/f800gt/","pending","","no","no"
"145","https://www.bmwride.com/f800r/","pending","","no","no"
"146","https://www.bmwride.com/f850gs/","pending","","no","no"
"147","https://www.bmwride.com/f-850-gs-adventure/","pending","","no","no"
"148","https://www.bmwride.com/f-900-gs-cash-finance-offer/","pending","","no","no"
"149","https://www.bmwride.com/f-900-gs-offer/","pending","","no","no"
"150","https://www.bmwride.com/finance-geolocation/","pending","","no","no"
"151","https://www.bmwride.com/find-a-dealer/","pending","","no","no"
"152","https://www.bmwride.com/find-a-dealer/a-and-s-bmw-motorcycles-roseville-ca-95661/","pending","","no","no"
"153","https://www.bmwride.com/find-a-dealer/bmw-motorcycles-of-concord-concord-ca-94520/","pending","","no","no"
"154","https://www.bmwride.com/find-a-dealer/bmw-motorcycles-of-fresno-fresno-ca-93727/","pending","","no","no"
"155","https://www.bmwride.com/find-a-dealer/bmw-motorcycles-of-san-francisco-san-francisco-ca-94107/","pending","","no","no"
"156","https://www.bmwride.com/find-a-dealer/cal-moto-livermore-livermore-ca-94551/","pending","","no","no"
"157","https://www.bmwride.com/find-a-dealer/cycle-specialties-modesto-ca-95351/","pending","","no","no"
"158","https://www.bmwride.com/find-a-dealer/san-jose-bmw-san-jose-ca-95128/","pending","","no","no"
"159","https://www.bmwride.com/find-a-dealer-cycle-specialties-modesto-ca-95351/","pending","","no","no"
"160","https://www.bmwride.com/find-local-dealer/","pending","","no","no"
"161","https://www.bmwride.com/four-month-limited-offer/","pending","","no","no"
"162","https://www.bmwride.com/g310gs/","pending","","no","no"
"163","https://www.bmwride.com/g-310-gs-cash-finance-offer/","pending","","no","no"
"164","https://www.bmwride.com/g-310-gs-offer/","pending","","no","no"
"165","https://www.bmwride.com/g310r/","pending","","no","no"
"166","https://www.bmwride.com/g310r-offer/","pending","","no","no"
"167","https://www.bmwride.com/g-310-r-offer/","pending","","no","no"
"168","https://www.bmwride.com/g650gs/","pending","","no","no"
"169","https://www.bmwride.com/get-ready-to-ride-a-comprehensive-guide-to-bmw-adventure-motorcycle-models/","pending","","no","no"
"170","https://www.bmwride.com/gs-models/","pending","","no","no"
"171","https://www.bmwride.com/have-a-halloween-motorcycle-ride-in-northern-california/","pending","","no","no"
"172","https://www.bmwride.com/have-a-motorcycle-adventure-in-lake-tahoe/","pending","","no","no"
"173","https://www.bmwride.com/holiday-shopping-in-northern-california/","pending","","no","no"
"174","https://www.bmwride.com/how-do-you-charge-a-bmw-ce-02-in-northern-california/","pending","","no","no"
"175","https://www.bmwride.com/how-much-horsepower-does-the-bmw-k-1600-b-have-in-northern-california/","pending","","no","no"
"176","https://www.bmwride.com/how-much-horsepower-does-the-bmw-k-1600-gt-have-in-northern-california/","pending","","no","no"
"177","https://www.bmwride.com/how-much-horsepower-does-the-bmw-r-18-b-have-in-northern-california/","pending","","no","no"
"178","https://www.bmwride.com/how-much-horsepower-does-the-bmw-r-18-have-in-northern-california/","pending","","no","no"
"179","https://www.bmwride.com/how-the-bmw-k-1600-b-redefines-touring-motorcycles/","pending","","no","no"
"180","https://www.bmwride.com/how-to-communicate-on-group-bmw-motorcycle-rides/","pending","","no","no"
"181","https://www.bmwride.com/hp4race/","pending","","no","no"
"182","https://www.bmwride.com/inventory/","pending","","no","no"
"183","https://www.bmwride.com/is-the-bmw-g-310-gs-great-for-beginners-in-northern-california/","pending","","no","no"
"184","https://www.bmwride.com/is-the-bmw-s-1000-xr-a-fast-motorcycle/","pending","","no","no"
"185","https://www.bmwride.com/is-the-bmw-s-1000-xr-a-reliable-motorcycle-in-northern-california/","pending","","no","no"
"186","https://www.bmwride.com/k-1300-s/","pending","","no","no"
"187","https://www.bmwride.com/k1600b-apr-offer/","pending","","no","no"
"188","https://www.bmwride.com/k-1600-b-comparison/","pending","","no","no"
"189","https://www.bmwride.com/k-1600-b-easy-ride-financing/","pending","","no","no"
"190","https://www.bmwride.com/k-1600-b-get-3-9-apr-financing-on-select-2023-models/","pending","","no","no"
"191","https://www.bmwride.com/k-1600-b-offer/","pending","","no","no"
"192","https://www.bmwride.com/k1600grandamerica/","pending","","no","no"
"193","https://www.bmwride.com/k1600gt/","pending","","no","no"
"194","https://www.bmwride.com/k1600gtl/","pending","","no","no"
"195","https://www.bmwride.com/k1600gtlexclusive/","pending","","no","no"
"196","https://www.bmwride.com/learn-about-the-2024-bmw-r-18-roctane-riding-modes-in-northern-california/","pending","","no","no"
"197","https://www.bmwride.com/maintenance-and-care-tips-for-bmw-motorcycles-in-northern-california/","pending","","no","no"
"198","https://www.bmwride.com/maintenance-and-care-tips-for-the-2024-bmw-r-18-roctane-northern-california/","pending","","no","no"
"199","https://www.bmwride.com/motober-fest-2025/","pending","","no","no"
"200","https://www.bmwride.com/new-2020-bmw-f-750-gs-inventory-for-sale-northern-california/","pending","","no","no"
"201","https://www.bmwride.com/new-2020-bmw-g-310-gs-inventory-for-sale-livermore/","pending","","no","no"
"202","https://www.bmwride.com/new-2020-bmw-g-310-r-inventory-for-sale-livermore/","pending","","no","no"
"203","https://www.bmwride.com/new-2022-r-18-serving-chico-ca/","pending","","no","no"
"204","https://www.bmwride.com/new-bmw-k-1600-grand-america-inventory-for-sale/","pending","","no","no"
"205","https://www.bmwride.com/new-bmw-k-1600-grand-america-inventory-for-sale-northern-california/","pending","","no","no"
"206","https://www.bmwride.com/new-bmw-k-1600-gt-inventory-for-sale-northern-california/","pending","","no","no"
"207","https://www.bmwride.com/new-bmw-k-1600-gtl-inventory-for-sale-san-jose/","pending","","no","no"
"208","https://www.bmwride.com/new-bmw-r-1250-gs-adventure-inventory-for-sale-northern-california/","pending","","no","no"
"209","https://www.bmwride.com/new-bmw-r-1250-gs-inventory-for-sale-northern-california/","pending","","no","no"
"210","https://www.bmwride.com/new-bmw-r-1250-rs-inventory-for-sale-northern-california/","pending","","no","no"
"211","https://www.bmwride.com/new-bmw-r-18-inventory-for-sale-northern-california/","pending","","no","no"
"212","https://www.bmwride.com/new-bmw-r18-inventory-for-sale-sanjose/","pending","","no","no"
"213","https://www.bmwride.com/new-bmw-r-ninet-5-inventory-for-sale-livermore/","pending","","no","no"
"214","https://www.bmwride.com/new-bmw-s-1000-xr-inventory-for-sale-northern-california/","pending","","no","no"
"215","https://www.bmwride.com/northern-california-bmw-motorrad-lifestyle-experience/","pending","","no","no"
"216","https://www.bmwride.com/oregon-bdr/","pending","","no","no"
"217","https://www.bmwride.com/promotions/","pending","","no","no"
"218","https://www.bmwride.com/r1200gs/","pending","","no","no"
"219","https://www.bmwride.com/r1200gsadventure/","pending","","no","no"
"220","https://www.bmwride.com/r1200r/","pending","","no","no"
"221","https://www.bmwride.com/r1200rs/","pending","","no","no"
"222","https://www.bmwride.com/r1200rt/","pending","","no","no"
"223","https://www.bmwride.com/r-1250-gs/","pending","","no","no"
"224","https://www.bmwride.com/r-1250-gs-adventure/","pending","","no","no"
"225","https://www.bmwride.com/r-1250-gs-adventure-offer/","pending","","no","no"
"226","https://www.bmwride.com/r-1250-rt/","pending","","no","no"
"227","https://www.bmwride.com/r12ninet-offer/","pending","","no","no"
"228","https://www.bmwride.com/r-12-ninet-offer/","pending","","no","no"
"229","https://www.bmwride.com/r-12-offer/","pending","","no","no"
"230","https://www.bmwride.com/r-1300-gsa-cash-finance-offer/","pending","","no","no"
"231","https://www.bmwride.com/r-1300-gsa-easy-ride-financing/","pending","","no","no"
"232","https://www.bmwride.com/r-1300-gsa-offer/","pending","","no","no"
"233","https://www.bmwride.com/r-1300-gs-cash-finance-offer/","pending","","no","no"
"234","https://www.bmwride.com/r-1300-gs-offer/","pending","","no","no"
"235","https://www.bmwride.com/r-1300-rt-offer/","pending","","no","no"
"236","https://www.bmwride.com/r18/","pending","","no","no"
"237","https://www.bmwride.com/r-18-b-apr-offer/","pending","","no","no"
"238","https://www.bmwride.com/r-18-classic-apr-financing/","pending","","no","no"
"239","https://www.bmwride.com/r-18-classic-model/","pending","","no","no"
"240","https://www.bmwride.com/r-18-model/","pending","","no","no"
"241","https://www.bmwride.com/r-18-model-easy-ride/","pending","","no","no"
"242","https://www.bmwride.com/research-2019-bmw-tour-models/","pending","","no","no"
"243","https://www.bmwride.com/research-2020-bmw-adventure-motorcycles/","pending","","no","no"
"244","https://www.bmwride.com/research-2020-bmw-adventure-motorcycles-2/","pending","","no","no"
"245","https://www.bmwride.com/research-2020-bmw-heritage-motorcycles/","pending","","no","no"
"246","https://www.bmwride.com/research-2020-bmw-roadster-motorcycles/","pending","","no","no"
"247","https://www.bmwride.com/research-2020-bmw-sport-motorcycles/","pending","","no","no"
"248","https://www.bmwride.com/research-2020-bmw-tour-models/","pending","","no","no"
"249","https://www.bmwride.com/research-2021-bmw-adventure-motorcycles/","pending","","no","no"
"250","https://www.bmwride.com/research-2021-bmw-heritage-motorcycles/","pending","","no","no"
"251","https://www.bmwride.com/research-2021-bmw-roadster-motorcycles/","pending","","no","no"
"252","https://www.bmwride.com/research-2021-bmw-sport-motorcycles/","pending","","no","no"
"253","https://www.bmwride.com/research-2021-bmw-tour-motorcycles/","pending","","no","no"
"254","https://www.bmwride.com/research-2022-bmw-adventure-motorcycles/","pending","","no","no"
"255","https://www.bmwride.com/research-2022-bmw-heritage-motorcycles/","pending","","no","no"
"256","https://www.bmwride.com/research-2022-bmw-sport-motorcycles/","pending","","no","no"
"257","https://www.bmwride.com/research-2022-bmw-tour-motorcycles/","pending","","no","no"
"258","https://www.bmwride.com/research-2022-bmw-urban-mobility-models/","pending","","no","no"
"259","https://www.bmwride.com/research-bmw-m-motorcycles/","pending","","no","no"
"260","https://www.bmwride.com/research-new-bmw-adventure-motorcycles/","pending","","no","no"
"261","https://www.bmwride.com/research-new-bmw-heritage-lineup/","pending","","no","no"
"262","https://www.bmwride.com/research-new-bmw-roadster-lineup/","pending","","no","no"
"263","https://www.bmwride.com/research-new-bmw-sport-lineup/","pending","","no","no"
"264","https://www.bmwride.com/research-new-bmw-tour-lineup/","pending","","no","no"
"265","https://www.bmwride.com/research-new-bmw-urban-mobility-lineup/","pending","","no","no"
"266","https://www.bmwride.com/research-new-models/","pending","","no","no"
"267","https://www.bmwride.com/rninet/","pending","","no","no"
"268","https://www.bmwride.com/rninetpure/","pending","","no","no"
"269","https://www.bmwride.com/rninetracer/","pending","","no","no"
"270","https://www.bmwride.com/rninetscrambler/","pending","","no","no"
"271","https://www.bmwride.com/rnineturbangs/","pending","","no","no"
"272","https://www.bmwride.com/road-home-sales-event/","pending","","no","no"
"273","https://www.bmwride.com/s1000r/","pending","","no","no"
"274","https://www.bmwride.com/s-1000-rr-offer/","pending","","no","no"
"275","https://www.bmwride.com/s1000rr-track-day/","pending","","no","no"
"276","https://www.bmwride.com/s1000xr/","pending","","no","no"
"277","https://www.bmwride.com/schedule-test-ride/","pending","","no","no"
"278","https://www.bmwride.com/service/","pending","","no","no"
"279","https://www.bmwride.com/showroom/","pending","","no","no"
"280","https://www.bmwride.com/sitemap/","pending","","no","no"
"281","https://www.bmwride.com/store-locator/","pending","","no","no"
"282","https://www.bmwride.com/test-ride/","pending","","no","no"
"283","https://www.bmwride.com/the-best-bmw-motorcycle-dealerships-in-northern-california-find-your-perfect-motorcycle/","pending","","no","no"
"284","https://www.bmwride.com/the-bmw-3-year-warranty-and-roadside-assistance/","pending","","no","no"
"285","https://www.bmwride.com/the-bmw-f-750-gs-f-850-gs/","pending","","no","no"
"286","https://www.bmwride.com/the-bmw-r-1250-gs-r-1250-rt/","pending","","no","no"
"287","https://www.bmwride.com/the-fuel-efficiency-of-the-bmw-r-18-roctane-in-northern-california/","pending","","no","no"
"288","https://www.bmwride.com/the-performance-features-of-the-bmw-f-900-r-in-northern-california/","pending","","no","no"
"289","https://www.bmwride.com/the-performance-features-of-the-bmw-s-1000-r-and-the-bmw-m-1000-r-in-northern-california/","pending","","no","no"
"290","https://www.bmwride.com/the-performance-of-the-bmw-f-900-gs-in-northern-california/","pending","","no","no"
"291","https://www.bmwride.com/the-top-specs-of-the-bmw-ce-02-in-northern-california/","pending","","no","no"
"292","https://www.bmwride.com/the-unmatched-power-and-precision-of-the-bmw-r-1250-r-in-northern-california/","pending","","no","no"
"293","https://www.bmwride.com/unleash-your-inner-adventurer-with-bmw-motorcycles-off-road-capabilities/","pending","","no","no"
"294","https://www.bmwride.com/unmatched-performance-and-style-discover-bmw-motorcycles-today/","pending","","no","no"
"295","https://www.bmwride.com/videos/","pending","","no","no"
"296","https://www.bmwride.com/view-inventory/","pending","","no","no"
"297","https://www.bmwride.com/warranty-roadside-assistance/","pending","","no","no"
"298","https://www.bmwride.com/warranty-roadside-assistance-draft/","pending","","no","no"
"299","https://www.bmwride.com/what-are-the-differences-between-the-bmw-k-1600-gt-and-the-bmw-k-1600-gtl-in-northern-california/","pending","","no","no"
"300","https://www.bmwride.com/what-are-the-differences-between-the-bmw-s-1000-xr-and-the-m-1000-xr-in-northern-california/","pending","","no","no"
"301","https://www.bmwride.com/what-is-the-difference-between-the-bmw-r-18-b-and-the-bmw-r-18-transcontinental-in-northern-california/","pending","","no","no"
"302","https://www.bmwride.com/why-buy-a-2022-bmw-r-18-motorcycle-in-the-central-valley/","pending","","no","no"
"303","https://www.bmwride.com/why-buy-a-bmw-adventure-motorcycle-in-northern-california/","pending","","no","no"
"304","https://www.bmwride.com/why-buy-a-bmw-adventure-motorcycle-near-san-jose-ca/","pending","","no","no"
"305","https://www.bmwride.com/why-buy-a-bmw-heritage-bike-in-northern-california/","pending","","no","no"
"306","https://www.bmwride.com/why-buy-a-bmw-motorcycle-in-mountain-view-ca/","pending","","no","no"
"307","https://www.bmwride.com/why-buy-a-bmw-urban-mobility-motorcycle-near-chico-ca/","pending","","no","no"
"308","https://www.bmwride.com/why-buy-a-bmw-urban-mobility-motorcycle-near-mountain-view-ca/","pending","","no","no"
"309","https://www.bmwride.com/wyoming-bdr/","pending","","no","no"
"310","https://www.bmwride.com/wyoming-bdr-2/","pending","","no","no"
"311","https://www.bmwride.com/wyoming-bdr-bkp/","pending","","no","no"
"312","https://www.bmwride.com/bmw-touring-motorcycles-for-sale-northern-california/","pending","","no","no"
"313","https://www.bmwride.com/179-commercial-tax/","pending","","no","no"
"314","https://www.bmwride.com/2016-rr-fest-willow-springs/","pending","","no","no"
"315","https://www.bmwride.com/2017-apr-offer/","pending","","no","no"
"316","https://www.bmwride.com/2017-long-beach-ims-promotion/","pending","","no","no"
"317","https://www.bmwride.com/2018-bmw-k-1600-b/","pending","","no","no"
"318","https://www.bmwride.com/2019-bmw-f-850-gs-inventory-for-sale-northern-california/","pending","","no","no"
"319","https://www.bmwride.com/2019-bmw-g-310-gs-inventory-for-sale-northern-california/","pending","","no","no"
"320","https://www.bmwride.com/2019-bmw-r-1250-gs-adventure-inventory-for-sale-northern-california/","pending","","no","no"
"321","https://www.bmwride.com/2019-bmw-r-1250-gs-inventory-for-sale-northern-california/","pending","","no","no"
"322","https://www.bmwride.com/2019-bmw-r-ninet-inventory-for-sale-northern-california/","pending","","no","no"
"323","https://www.bmwride.com/2019-bmw-s-1000-r-inventory-for-sale-northern-california/","pending","","no","no"
"324","https://www.bmwride.com/2019-bmw-s-1000-xr-inventory-for-sale-northern-california/","pending","","no","no"
"325","https://www.bmwride.com/2021-bmw-r-ninet-scrambler/","pending","","no","no"
"326","https://www.bmwride.com/2025-bmw-ce-04-for-sale-northern-california-nc/","pending","","no","no"
"327","https://www.bmwride.com/2025-bmw-m-1000-xr-for-sale-northern-california/","pending","","no","no"
